rel	size
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (C#_Db).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (G).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (D).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (E).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (A#_Bb).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (D#_Eb).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (C).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (F#_Gb).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (G#_Ab).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (F).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (B).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/7. Somber Piano (Major) - 沉缓静谧钢琴（大调）/Somber Piano (A).wav	10220772
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (D#m_Ebm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Cm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Em).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (C#m_Dbm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (A#m_Bbm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (G#m_Abm).wav	4697844
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (F#m_Gbm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Am).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Fm).wav	4697842
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Dm).wav	4697842
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Gm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/12. Double Cello 2 (Minor) - 叠加大提琴音色2（小调）/Double Cello 2 (Bm).wav	4697840
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (A#m_Bbm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Fm).wav	5653506
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (D#m_Ebm).wav	5653506
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (F#m_Gbm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (G#m_Abm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Cm).wav	5653506
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Dm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Gm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Bm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Am).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (C#m_Dbm).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/2. Riffs_Melodies - 连复段_旋律音色/14. String Pluck (Minor) - 拨奏弦乐（小调）/String Pluck (Em).wav	5653508
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (G#m_Abm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Dm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (A#m_Bbm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Cm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Bm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Gm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Em).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Am).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (Fm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (F#m_Gbm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (C#m_Dbm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/8. Strings Chord (Minor) - 弦乐和弦（小调）/String Chord (D#m_Ebm).wav	1978796
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Cm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (F#m_Gbm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Fm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Dm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Em).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (D#m_Ebm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (G#m_Abm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Am).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Gm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (Bm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (C#m_Dbm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/10. Dusk (Minor) - 暮色氛围音色（小调）/Dusk (A#m_Bbm).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Cm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (A#m_Bbm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (G#m_Abm).wav	2313574
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Gm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (F#m_Gbm).wav	2313574
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Bm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (C#m_Dbm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Dm).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Am).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (D#m_Ebm).wav	2313574
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Fm).wav	2313574
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/7. Strain (Minor) - 紧绷压抑音色（小调）/Strain (Em).wav	2313576
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (A#_Bb).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (F).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (F#_Gb).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (D).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (B).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (G).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (C#_Db).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (C).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (A).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (G#_Ab).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (D#_Eb).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/4. Vocal Chop (Major_Minor) - 人声切片（大小调通用）/Vocal Chop (E).wav	1880018
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/2. High Piano (Major_Minor) - 高音钢琴（大小调通用）/High Piano (F).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/2. High Piano (Major_Minor) - 高音钢琴（大小调通用）/High Piano (A).wav	2120830
